participant_file,sent_id,condition,authority_rating,explanation_text
no.162,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""The last sentence is pretty strong.""}"
no.162,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""Same as the first.""}"
no.162,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""Dunno, it feels like it has a little less spice.""}"
no.162,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""\""Treated as\"" feels weak, as opposed to \""is\"".""}"
no.162,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""Reads like any other legal thing.""}"
no.162,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""\""As may be necessary\"" and \""immediately\"" feel uncertain and therefore less authoritative. Even if they do make sense practically.""}"
no.162,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""Doesn't stand out as not authoritative.""}"
no.162,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""The same as most of the others. Nothing makes it feel weak.""}"
no.162,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""Same as the others.""}"
no.162,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""Same as the others.""}"
no.162,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""Same as the others.""}"
no.163,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""The paragraph didn't contain any authoritative language but was still direct.""}"
no.163,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""The paragraph is somewhat authoritative as it states specific days such was ten years and \""within thirty days\"". This gives an \""urgency\"" which can be considered authoritative.""}"
no.163,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""The paragraph is not vey authoritative because it is more or less giving reasoning and uses words like \""may be and \""may not\"".""}"
no.163,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""The paragraph doesn't contain any authoritative language but rather is straight to the point about who can carry firearms.""}"
no.163,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""The paragraph is somewhat authoritative because it uses words such as \""failure to comply\"" and \""conviction or sentence\"" which comes across as intimidating or aggressive.""}"
no.163,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""I don't find the wording to be particularly authoritative. It is basically just stating where child abuse crimes are to be reported to.""}"
no.163,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""The paragraph contains somewhat authoritative language because it is stating that a subpoenaed witness will incur the same fees, which is somewhat commanding in tone. It also directly states that they will not have access to classified information, which can be seen as harsh.""}"
no.163,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""Nothing in the paragraph comes across as overly authoritative. It is merely stating what may happen when a petition is involuntary and what fees may be acquired.""}"
no.163,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""The paragraph doesn't sound very authoritative because is uses words like \""may by\"" and \""take into account\"" which is somewhat passive wording. ""}"
no.163,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""The paragraph uses somewhat authoritative wording such as \""may only be\"" which is direct and allows for no exceptions. ""}"
no.163,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""The paragraph is somewhat authoritative because it uses language that is direct. Words like \""termination\"" and \""failed\"" is strong language. ""}"
no.163,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""The paragraph uses words like \""no funds\"" which comes across as very direct and that there is no room for negotiation. ""}"
no.163,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""The paragraph uses wording like \""immediately\"" which denotes urgency and a sense of assertiveness.""}"
no.163,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""The paragraph uses words like \""intrust\"" which gives a serious undertone. The word \""misconduct\"" elicits a sense of fear. ""}"
no.163,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""The paragraph is direct and establishes clear directions on what an apprentice can do, but it doesn't use overly aggressive or assertive words.""}"
no.163,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""The paragraph uses words like \""no court\"" which comes across as assertive and objective.""}"
no.164,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It sounds like the legislation is pretty straight forward on what the requirements are and if you do not object to them then you will be deemed agreeing with them by default.""}"
no.164,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""I say that it is neutral. It is saying that their is permission for those listed in the legislation to carry firearms if protecting property of the U.S. if they see necessary.""}"
no.164,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""I rated it authoritative because it is saying if you do not do what you need to do by approving the budget then it will be reapproved automatically, no other way around it.""}"
no.164,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""A give it this rating because it is a little authoritative on who can act on behalf of the secretary and what they can not do.""}"
no.164,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""I say that it is very authoritative because it is saying that for sure the court not complying with the time limitation does not mean that there will be no conviction. That they can submit a writ to appeal it.""}"
no.164,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""I gave it that rating because it is strict saying that 150,000,000 is the only amount that can be allotted. Nothing more and nothing less.""}"
no.164,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""The legislation is not too authoritative or too relaxed. It is neutral, it is just giving information on how a seal is needed on books that are approved.""}"
no.164,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""it does say that the requirement is to report the child abuse crime but it gives you a way or option to be able to satisfy this requirement for reporting.""}"
no.164,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""This rating was given because it is direct on what the requirements and there is no wiggle room to get around it. And if the secretary deems it s safety concern then it will not happen at all.""}"
no.164,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""This rating was given because while it is saying that both the officer and agent officer and property are responsible for the money altogether, it is providing an alternative saying that the national guard agent can act on their behalf, giving options.""}"
no.164,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""This rating was given because the legislation is saying that the person subpoenaed and the witness are both held to the same standard and they can be served anywhere in the U.S. It is also directly starting that an alien can not have access to the classified information.""}"
no.164,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""This rating was given because it is saying that there should be no danger present for miners and it should always be inspected before and as needed and if anything is found it should be corrected right then and there.""}"
no.164,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""This rating was given because it has the word \""may\"" in it and that indicates to me that it is a more relaxed legislation but also does have a hint of authority in it.""}"
no.164,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""This rating was given because it is absolute saying that the funds are not to be used for any construction or renovating. There is no wiggle room or alternatives.""}"
no.164,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This rating was given because it is saying that the agent is able to disallow any portion of the claim and that no court will review the determination at all.""}"
no.164,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""This rating was given because the legislation does not sound authoritative at all. It is just giving information and what the court may require.""}"
no.165,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""Its language is authoritative by stressing the specific type of petition it is, involuntary. It also used the word 'require' which indicates authority as it means the court can force the petitioners to file the bond.""}"
no.165,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""I think it is neutral in its sense of authority. It does require that each state report the child abuse info, but it also is somewhat lax by saying that there are cases in which different types of agencies may satisfy the requirement""}"
no.165,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""It clearly establishes the protocol for handling the dangerous conditions. It lays out a set of steps which must be followed, and allows little room for interpretation except in the frequency of the safety checks.""}"
no.165,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It lays out clearly the allowance of contracting outside inspectors, and also clearly limits their power by saying they can't issue the certificates.""}"
no.165,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""It lays out the specific requirements for the responsibilities of both parties when it comes to the money. It also reiterates the penalty if there is misconduct.""}"
no.165,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""I don't think it's very authoritative because it leaves the establishment of the guidelines for the seal up to the librarian, rather than establishing it itself in the law.""}"
no.165,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""It clearly lays out the only specified periods in which an apprentice may operate the vehicle, leaving little wiggle room.""}"
no.165,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""It says that the previous bills, in essence, are assumed to still apply despite the most recent failure of bill passage.""}"
no.165,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""I don't think it's very authoritative because the tables are going to be affected in the future by actual experience and projections, meaning that the actual law has little do with their establishment; it only grants the secretary the ability to create them.""}"
no.165,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""It lays out a federal, nationwide standard for the subpoena process while also not allowing aliens to have access to classified info""}"
no.165,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""It grants the administrator power to give arms to US officers and employees and subcontractors with no apparent drawbacks or caveats, just giving him the power to order it as he pleases.""}"
no.165,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It grants the secretary the power to readjust the leases without having to give notice, but it also says that these lease adjustments can't go against the terms set out in the other parts of the legislation.""}"
no.165,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""I think it's authoritative because it sets a specific dollar amount that may be contributed, while also limiting it by saying that the authority may only be exercised after the appropriations acts give the secretary access to that money. It seems rather airtight.""}"
no.165,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It clearly states that the funding in the legislation may not be used at all for construction or renovation projects, and it then lays out the circumstances in which the legislation section was created.""}"
no.165,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""It gives considerable power to the liquidating agent, while also barring the courts from reviewing the decisions to disallow a claim""}"
no.165,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""It's very authoritative by essentially saying that, if a court doesn't act quickly enough, it doesn't bar a person from getting convicted or sentenced, as there is an appeals process to reopen the matter.""}"
no.166,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This draft legislation sounds authoritative in that it's direct, to the point, and uses language such as \""may disallow\"" and \""not proved\"". ""}"
no.166,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""This draft legislation feels neutral to me due to the specification of the language used, but could be condensed to be mmore clear.""}"
no.166,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""This draft legislation is authoritative due to its concise language and directness in its terminology.  ""}"
no.166,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""This draft legislation is authoritative due to the clear language it uses, the specific qualifications of the law, and to the point.""}"
no.166,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""This draft legislation is authoritative to the extent of being neutral due to its straightforward language, yet could be more concise. ""}"
no.166,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""This draft legislation is authoritative to the point where it gets its terminology across, yet could be a bit more elaborate.  ""}"
